"識別フラグ","伝票No","決算","取引日付","借方勘定科目","借方補助科目","借方部門","借方税区分","借方金額","借方税金額","貸方勘定科目","貸方補助科目","貸方部門","貸方税区分","貸方金額","貸方税金額","摘要","番号","期日","タイプ","生成元","仕訳メモ","付箋1","付箋2","調整","借方取引先名","貸方取引先名"
"2000","","","2024/06/18","旅費交通費","","","","3100","282","現金","","","","3100","","乗車券類 [インボイス:T1300001031569]","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/06/19","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券類(203 [インボイス:T31800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/06/20","旅費交通費","","","","3280","298","現金","","","","3280","","JR東車券類(200 [インボイス:T31300010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/06/20","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券類(401 [インボイス:T90110010295","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/06/24","旅費交通費","","","","6560","596","現金","","","","6560","","JR乗車券類 4枚 [インボイス:T318000103156","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/06/24","旅費交通費","","","","700","64","現金","","","","700","","タクシー代 [インボイス:T2021001033126]","","","","","","0","","","富士箱根交通株式会社","富士箱根交通株式会社"
"2000","","","2024/06/26","旅費交通費","","","","800","73","現金","","","","800","","タクシー代 [インボイス:T8021001032428]","","","","","","0","","","報徳自動車株式会社","報徳自動車株式会社"
"2000","","","2024/06/27","旅費交通費","","","","6560","596","現金","","","","6560","","JR東車券類4枚 [インボイス:T3180001031569","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/06/29","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券 (202 [インボイス:T31300001031","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/01","旅費交通費","","","","6560","596","現金","","","","6560","","JR乗車券類(4枚) [インボイス:T31800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/04","旅費交通費","","","","6560","596","現金","","","","6560","","JR乗車券類(101 [インボイス:T31600010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/07","旅費交通費","","","","3200","291","現金","","","","3200","","JR乗車券 [インボイス:T10000101559]","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/08","旅費交通費","","","","6560","596","現金","","","","6560","","JR乗車券類 [インボイス:T3180001031569]","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/11","旅費交通費","","","","3280","298","現金","","","","3280","","JR東車券類 2枚 [インボイス:T100000103150","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/11","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券類(2枚) [インボイス:T90110010295","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/07/16","旅費交通費","","","","3280","298","現金","","","","3280","","JR東車券類(400 [インボイス:T31800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/16","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券類 2枚 [インボイス:T901100102955","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/07/17","旅費交通費","","","","1000","91","現金","","","","1000","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/17","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T201150101589]","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/17","旅費交通費","","","","2000","181","現金","","","","2000","","特急券","","","","","","0","","","新宿駅","新宿駅"
"2000","","","2024/07/18","旅費交通費","","","","8900","809","現金","","","","8900","","乗車券（クレジット扱 [インボイス:T31800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/18","旅費交通費","","","","8900","810","現金","","","","8900","","JR乗車券類（203 [インボイス:T31860000315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/22","旅費交通費","","","","3280","298","現金","","","","3280","","JR東車券類 (10 [インボイス:T31800001031","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/24","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/24","旅費交通費","","","","1400","127","現金","","","","1400","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/24","旅費交通費","","","","1100","100","現金","","","","1100","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/24","旅費交通費","","","","1550","141","現金","","","","1550","","乗車券類 [インボイス:T9011001028537]","","","","","","0","","","JR東日本 小田原駅","JR東日本 小田原駅"
"2000","","","2024/07/25","旅費交通費","","","","700","64","現金","","","","700","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/25","旅費交通費","","","","1700","155","現金","","","","1700","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/26","旅費交通費","","","","3280","298","現金","","","","3280","","JR東車券類 2枚 [インボイス:T901100102955","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/07/29","旅費交通費","","","","6560","596","現金","","","","6560","","JR東車券類 4枚 [インボイス:T318000103156","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/07/30","旅費交通費","","","","1500","136","現金","","","","1500","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/07/31","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/03","旅費交通費","","","","1100","100","現金","","","","1100","","タクシー利用料金 [インボイス:T201501015896]","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/03","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/07","旅費交通費","","","","1100","100","現金","","","","1100","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/08","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/09","旅費交通費","","","","900","82","現金","","","","900","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/10","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T201501015896]","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/10","旅費交通費","","","","1000","91","現金","","","","1000","","乗車券類","","","","","","0","","","JR東日本 小田原駅","JR東日本 小田原駅"
"2000","","","2024/08/10","旅費交通費","","","","800","73","現金","","","","800","","タクシー代 [インボイス:T8021001032428]","","","","","","0","","","報徳自動車株式会社","報徳自動車株式会社"
"2000","","","2024/08/13","旅費交通費","","","","3280","298","現金","","","","3280","","JR東車券類2枚 [インボイス:T3180001031569","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/08/13","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券2枚 [インボイス:T9011001029597]","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/08/15","旅費交通費","","","","6560","596","現金","","","","6560","","JR乗車券類 [インボイス:T3180001031569]","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/08/19","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/19","旅費交通費","","","","1000","91","現金","","","","1000","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/20","旅費交通費","","","","1000","91","現金","","","","1000","","特急券","","","","","","0","","","小田急電鉄 新宿駅","小田急電鉄 新宿駅"
"2000","","","2024/08/20","旅費交通費","","","","900","82","現金","","","","900","","タクシー代 [インボイス:T8021001032428]","","","","","","0","","","報徳自動車(株)","報徳自動車(株)"
"2000","","","2024/08/22","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/23","旅費交通費","","","","3200","291","現金","","","","3200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/25","旅費交通費","","","","1600","145","現金","","","","1600","","タクシー利用 [インボイス:T2011501015896]","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/25","旅費交通費","","","","1700","155","現金","","","","1700","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/29","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/29","旅費交通費","","","","2400","218","現金","","","","2400","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/29","旅費交通費","","","","900","82","現金","","","","900","","タクシー利用料金(G [インボイス:T20150101589","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/08/29","旅費交通費","","","","3280","298","現金","","","","3280","","IR切符 2枚 [インボイス:T3180001031569]","","","","","","0","","","車両旅客鉄道株式会社","車両旅客鉄道株式会社"
"2000","","","2024/08/29","旅費交通費","","","","3100","282","現金","","","","3100","","JR乗車券類 [インボイス:T9011001029597]","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/09/02","旅費交通費","","","","900","82","現金","","","","900","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/02","旅費交通費","","","","700","63","現金","","","","700","","タクシー代 [インボイス:T2011801002719]","","","","","","0","","","kmグループ 太陽自動車株式会","kmグループ 太陽自動車株式会"
"2000","","","2024/09/02","旅費交通費","","","","3280","298","現金","","","","3280","","乗車券 [インボイス:T3180001031553]","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/02","旅費交通費","","","","3280","298","現金","","","","3280","","JR乗車券類 2枚 [インボイス:T901100102959","","","","","","0","","","東日本旅客鉄道株式会社","東日本旅客鉄道株式会社"
"2000","","","2024/09/03","旅費交通費","","","","800","73","現金","","","","800","","タクシー代 [インボイス:T8021001033687]","","","","","","0","","","箱根観光自動車株式会社","箱根観光自動車株式会社"
"2000","","","2024/09/03","旅費交通費","","","","1100","100","現金","","","","1100","","タクシー代 [インボイス:T202100103312]","","","","","","0","","","富士箱根交通株","富士箱根交通株"
"2000","","","2024/09/04","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/05","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/07","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/09","旅費交通費","","","","1100","100","現金","","","","1100","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/09","旅費交通費","","","","1280","116","現金","","","","1280","","乗車券等 Ticke [インボイス:T51200011836","","","","","","0","","","近畿日本鉄道株式会社","近畿日本鉄道株式会社"
"2000","","","2024/09/09","旅費交通費","","","","8370","761","現金","","","","8370","","乗車券（クレジット扱 [インボイス:T31800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/09","旅費交通費","","","","4190","381","現金","","","","4190","","乗車券類(クレジット [インボイス:T13180001031","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/11","旅費交通費","","","","1070","97","現金","","","","1070","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/11","旅費交通費","","","","1070","97","現金","","","","1070","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/11","旅費交通費","","","","1280","116","現金","","","","1280","","タクシー代","","","","","","0","","","株式会社三交タクシー","株式会社三交タクシー"
"2000","","","2024/09/11","旅費交通費","","","","4440","404","現金","","","","4440","","乗車券等 Ticke [インボイス:T51200011836","","","","","","0","","","近畿日本鉄道株式会社","近畿日本鉄道株式会社"
"2000","","","2024/09/11","旅費交通費","","","","1070","97","現金","","","","1070","","タクシー代 [インボイス:T31900010167570]","","","","","","0","","","三重近鉄タクシー株式会社","三重近鉄タクシー株式会社"
"2000","","","2024/09/12","旅費交通費","","","","2150","195","現金","","","","2150","","タクシー利用料金 [インボイス:T201501015896]","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/13","旅費交通費","","","","58070","5238","現金","","","","58070","","宿泊代及び飲食代 [インボイス:T1310001003102","","","","","","0","","","株式会社KPG HOTEL&R","株式会社KPG HOTEL&R"
"2000","","","2024/09/13","旅費交通費","","","","4260","387","現金","","","","4260","","乗車券等Ticket [インボイス:T51200011836","","","","","","0","","","近畿日本鉄道株式会社","近畿日本鉄道株式会社"
"2000","","","2024/09/13","旅費交通費","","","","1740","158","現金","","","","1740","","鉄道乗車券 [インボイス:T5120001183629]","","","","","","0","","","近畿日本鉄道株式会社","近畿日本鉄道株式会社"
"2000","","","2024/09/13","旅費交通費","","","","420","38","現金","","","","420","","鉄道乗車料金 [インボイス:T5120001183829]","","","","","","0","","","西日本旅客鉄道株式会社","西日本旅客鉄道株式会社"
"2000","","","2024/09/13","旅費交通費","","","","9300","845","現金","","","","9300","","乗車券利用(クレジッ [インボイス:T13000010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/13","旅費交通費","","","","9300","845","現金","","","","9300","","乗車券類(クレジット [インボイス:T11800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/17","旅費交通費","","","","800","73","現金","","","","800","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/18","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/18","旅費交通費","","","","1600","145","現金","","","","1600","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/18","旅費交通費","","","","1500","136","現金","","","","1500","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/18","旅費交通費","","","","3450","314","現金","","","","3450","","JR乗車券(4015 [インボイス:T31800010315","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/18","旅費交通費","","","","1600","145","現金","","","","1600","","タクシー代 [インボイス:T2021001033126]","","","","","","0","","","富士箱根交通株式会社","富士箱根交通株式会社"
"2000","","","2024/09/20","旅費交通費","","","","1200","109","現金","","","","1200","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/20","旅費交通費","","","","900","82","現金","","","","900","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/09/21","旅費交通費","","","","3960","360","現金","","","","3960","","JR乗車券類 [インボイス:T3180001031569]","","","","","","0","","","東海旅客鉄道株式会社","東海旅客鉄道株式会社"
"2000","","","2024/09/26","旅費交通費","","","","900","81","現金","","","","900","","タクシー運賃 [インボイス:T4021001032869]","","","","","","0","","","太陽自動車株式会社","太陽自動車株式会社"
"2000","","","2024/10/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/11/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/12/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/05/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/06/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/07/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/08/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/09/12","通信費","","","","4666","424","現金","","","","4666","","Creative C [インボイス:T37001500027","","","","","","0","","","Adobe Systems S","Adobe Systems S"
"2000","","","2024/02/19","旅費交通費","","","","1250","114","現金","","","","1250","","タクシー利用料金 [インボイス:T2011501015896","","","","","","0","","","GO株式会社","GO株式会社"
"2000","","","2024/12/31","減価償却費","","","","80167","7288","現金","","","","80167","","mac book pro 2月から 残り304,634","","","","","","0","","","アップルコンピュータジャパン株","アップルコンピュータジャパン株"
